0,h8 h9 j10 i9 g9 i7 i10 h10 g11 k7 g10 g12 j8 j7 h7 g8 h11 i11 d8 e9 d7 e8 e7 f6 f5 e6 g6 e4 l7 l9 k8 j9 k9 i5 i6 l8 j6 k6 l5 e5 d6 d5 f7 g7 c3 c5 e3 e11 d10 d9 e10 c10 b9 j12 k11 l14 k13 l12 i12 j13 l11 f3 g2 h6 f8 h4 j4 k4 k5 l6 h2 i3 g4 g3 j2 f2 e1 j3 i2 h3
0,h8 h9 j10 i9 i8 g9 j9 j8 k10 l11 k7 j11 k8 k11 i11 k9 l10 i10 g8 k12 l13 m10 j13 h7 e9 e8 g5 g10 f11 g11 h10 d9 f9 f7 g6 g7 e7 h4 j4 k5 j7 i6 j5 k6 l6 j3 k3 i2 l7 m7 m9 l8 f5 i5 g3 g4 e4 f3 h5 e5 g12 f12 c10 d11 d8 c9 h13 i14 d4 d3 c6 i4 i3 d6 c7 b6 c3 c4 k13 i13 h14 h12 j14 d12 d13 e11 d10 e13 c11 b12 m13 n13 c13 d14 c15 e12 c12 e14 e10 e15
0,h8 h9 h6 i10 i6 i9 g9 g8 j11 i7 i8 k7 j9 j7 h7 g6 h10 i11 f7 f8 l8 l6 j8 k8 k5 h4 g4 e11 d10 f11 g11 k10 k9 f12 f10 e10 e9 d8 g12 d11 c11 e12 b12 a13 d13 i13 i12 b9 g13 g10 g14 g15 h13 f15 j12 j10 h12 k12 h11 h14 f13 e13 e14 d15 e15 c12 f9 c8 e8 a8 c10 b7 c9 d9
1,h8 h9 h6 g10 g6 g9 i9 i8 f11 g7 g8 e7 f8 f7 d7 h7 i7 d8 e9 j8 e6 f6 c9 c8 e11 d10 e10 e12 d11 g11 g12 d9 f13 b11 h13 i14 f12 f14 h11 i10 g13 i13 h14 i15 h12 h15 h10
1,h8 h9 i6 i7 h6 g6 g7 f8 h5 h4 j5 j6 i5 g5 k4 l3 k3 j4 k5 k6 l5
1,h8 i9 j9 i8 h10 h11 j7 j6 h7 i6 i7 g7 h6 h9 i11 j10 g9 f8 l9 k9 f10 e11 g10 d10 g5 f4 j5 h4 m8 i5 k7 l7 k10 j11 g12 g11 j12 k13 k12 c9 i10 e10 i12 h12 m12 l12 l11 n13 i14 i13 j13 h15 m10
1,h8 h9 j10 i9 j8 i7 i10 i8 g10 h10 j7 j9 g9 g11 g13 e11 e13 e9 h12 i11 f13 d13 e12 f11 h11 d11 c11 g12 h13 i13 i12 f9 g14 k9 l9 f14 l10 i6 i5 e10 j13 k14 j11 k10 f15
0,h8 h9 h10 i9 g9 f8 f10 i7 i10 g10 f11 f13 h11 i11 k9 k10 e11 d12 h12 g11 e10 d9 i8 k8 d10 e12 c9 b8 c12 c11 d11 f9 b11 b10 e13 f7 e8 i6 e7 e9 j12 h13 j7 h6 i5 f6 f5 g6 j6 e6
0,h8 h9 h6 i10 i6 i9 g9 g8 j11 i7 i8 h10 j8 k8 j9 j10 k10 h7 j7 j6 i12 h13 h11 i11 k9 l11 f10 f9 e10 d10 d9 c8 f7 e8 d7 d8 f8 f6 i5 g7 g5 h5 k5 j4 l5 j5 j3 k4 l6 m5 l4 l7 i4 l3 g3 i3 e4 f4 d5 c6 f3 g2 d3 e3 d6 d4 c5 e7 f5 e5 c2 c3
0,h8 i9 g7 h9 j9 j8 k7 i7 i8 h7 h6 i5 f6 g6 e7 f7 e8 e6 g8 f8 g10 f9 f10 g11 h10 e10 k8 l7 l9 k10 m9 k9 l10 k11 k12 l11 j11 m12 n11 m10 n10 n13 o14 l8 j10 i10 j12 j13 i4 d8 k4 k5 l5 j3 m4 l4 j6 k6 g5 i3 h3 f4 e4 e5 d6 d11 e11 d12 d10 b9 e12 c8 d7 e9 g9 d9 c9 f11 b7 g12
0,h8 h9 i6 g8 i7 i8 j7 j6 h7 g7 g10 f7 i10 g6 g9 f10 f8 e6 d5 g4 g5 h5 e8 i4 j3 h3 f5 h4 f4 h2 h6 h1
1,h8 h9 i10 i9 j8 j9 k9 i8 h7 i7 i6 g8 g9 g10 j7 h5 k7 j6 k8 k10 l8 l9 m8 n8 k6 k5 m7 e12 f11 n6 l7 n7 n9 o10 j5
1,h8 h9 j10 i9 g9 i7 i10 g10 i8 j8 k7 k9 l10 k10 l9 l8 g6 h11 i12 h10 g11 e10 h12 f10 d10 f11 g12 e12 d13 k12 k11 f9 f12 j12 e11 g13 f7 d9 d7 f5 g5 g7 h4 d11 c12 b9 c9 b8 c10 c8 b7 e8 e7 c7 i3 f6 d8 i4 j2 k1 j4 j3 k5 l6 h2 g1 g3 g8 h7 g2 h6 h5 j6 i5 k6 i6 k4 k2 k8
0,h8 i9 g7 g9 h10 h9 j9 i8 g10 i10 i11 f9 e9 g8 f7 i6 i7 h7 j5 e10
0,h8 i9 j10 i10 i8 j8 h10 h9 g9 i11 f8 g8 f7 h7 f6 f9 i6 g6 e7 d6 g5 h4 f4 f5 e11 f10 e3 h6 e5 e4 d4 d3
0,h8 h9 i10 j8 i9 j10 j7 i7 k9 l9 j11 i12 h11 g11 f10 g12 g10 e10 f12 f9 d9 f6 g8 e7 d8 f8 d6 f7 f5 g7 h7 d7 c7 e9 e8 h6 i5 d10
1,h8 h9 j10 j9 i10 i9 g9 h10 g11 g10 k9 i8 j7 f11 e12 k10 h7 f10 i7 k7 j8 h6 l8 m7 i6 j6 h5 k8 j5 k4 i5 k5 k6 i4 f6 f5 e4 g4 f9 g8 j4 e10 d10 h13 h12 i11 g12 i12 j11 l11 m12 j13 d9 e9 d12 f12 d11 d13 d8
1,h8 i9 j8 i7 i6 j7 h7 h9 i8 g8 j9 k10 k6 j6 i4 j5 k4 i5 j3 h5 f5 g6 k5 k7 l8 k8 i2 l5 h3 m7 l7 g3 h4 l4 h2 g2 k3 k2 i3 l3 l6 j4 g4 e6 j1
1,h8 h9 j10 i9 i8 j9 g9 g8 f7 h7 i6 k7 i7 j6 f8 f10 f6 f5 g6 k9 l9 i5 e6 h6 d6 c6 e7 h10 c5
0,h8 i9 g7 g8 i7 h7 g9 f10 f8 e9 i6 j6 i5 i4 e7 d6 g5 h6 h5 f5 g4 f3 e5 f6 g6 g3 f7 f4 f2 d7 h10 i11 e8 d9 d8 c8 e6 e4 d5 c9 b9 e10 j5 k5 c4 b3 b7 c10 k8 j7 b10 c7 c6 c11
1,h8 h9 i10 j8 i9 j10 i11 i12 i7 i8 j6 k5 j11 g10 f11 h11 f9 f10 g7 j7 k6 h6 e10 g12 e7 g8 f6 e5 d8 c9 f7 h7 d7 c7 d6 d9 f8 f5 c5 b4 g9
1,h8 h9 h6 i10 g8 i8 h7 g10 j7 j10 h10 i7 i6 i9 i11 f9 h5 h4 g4 f3 k8
1,h8 i9 g7 g9 f8 h9 f9 f7 i10 g10 g11 f11 e12 i8 j7 j9 k9 h7 g6 k10 l11 h6 e9 e10 d8 f10 d10 c11 d9 d7 e8 g8 b8 c8 c9 b9 e11 f12 a7
0,h8 h9 h10 i9 g10 g9 f9 h11 i10 f10 e11 e9 g8 h7 e8 d8 g11 g7 j9 f8 d7 c6 h6 e7 c7 f6 g5 d6 c5 e6 b6 g6
0,h8 i9 g7 g9 h10 h7 f9 f8 g10 h11 i10 f10 f11 e12 e10 d9 d11 c12 d12 c11 e8 e7 d7 c6 d6 d4 c7 f4 f5 g5 g4 e6 e3 j11 k10 j10 k11 k9 j9 c9 c10 e9 h12 d8 f6 b10 a11 b12 d10 b9 a9 b11 b13 b8
1,h8 i9 j8 i7 i6 j7 k6 j5 i10 h9 g10 h11 g9 h10 j6 h6 k8 i8 k7 k5 l8 m9 l9 h12 h13 l10 k10 k9 m8 n8 n7 o6 j11
0,h8 h9 h7 h6 i9 g7 i5 i8 i7 j6 k6 g10 j7 g8 g9 f10 f11 i10 k7 l7 h10 f7 j8 e6
1,h8 h9 h6 i10 j11 g8 f6 g7 g9 h7 i7 f10 j6 k5 f7 i8 g5 f4 h4 i3 i5 k7 h5 f5 g6 i6 i4 j3 e8
1,h8 h9 h7 h6 i8 i9 j9 g6 j8 g8 j10 j7 i10 k8 k10 l10 l11
1,h8 i9 j8 g9 i7 i8 k9 l10 j7 j9 h7 g7 h6 g5 h9 h10 h5
1,h8 h9 h10 i9 j9 g9 i8 j8 g8 e8 g10 i10 h7 g6 f9 e10 f7 i7 h6 f8 e7 g7 e6 d5 d7 f5 g5 h4 e3 e5 c5 d6 f4 d2 d4 b6 c4 e4 c7 b7 c6 c3 c8
0,h8 h9 h6 i8 h7 j7 k6 i6 h5 h4 i7 j6 j8 k9 g5 f4 i5 j5 j4 g7 i9 k8 k7 l6 l5 k4 h10 g11 f5 e5 g9 i11 f10 e11 g10 i10 g8 h11 f11 j9 e10 l7
1,h8 i9 g7 g9 h9 h10 f8 g11 j8 i10 h6 e9 i7 k9 h7 h5 f7 e7 j7
0,h8 h9 h7 i8 i7 j7 k6 g9 i9 g7 k5 g10 f11 g8 k4 g6
1,h8 h9 h10 g8 g9 i10 f7 i8 f8 i11 i9 h11 g11 j8 g7 f6 e7 d6 d7 h7 c7
1,h8 i9 g7 g8 h9 h7 i8 g10 h10 h11 f9 g9 f8 h6 f11 f10 f6 g11 g12 e5 e8 e9 d8 c8 d9 e10 f7 f5 c10 h5 b11
1,h8 h9 j10 i10 i9 k11 g7 f6 g8 i8 j7 h7 f8 g6 j9 j8 h6 i5 f10 f5 e4 e8 g11 g9 e9 d10 d8 c7 h12
0,h8 h9 h6 h7 i6 g6 i8 i7 g7 i9 i5 f8 j4 k3 k8 j8 j7 h5 g9 f7 i4 f10 f9 h10 g11 i10 g10 g8 j11 e6
1,h8 i9 g7 h9 g9 i7 i10 g10 f8 i8 j7 h10 g11 h6 i6 g5 j8 f4 e3 j9 f9 e9 h5 l9 k9 g4 f7 f11 e12 f5 h7 g8 f6 f10 d4 e5 e7 d7 c5 e6 d6
0,h8 h9 i6 g10 i7 g9 i9 i8 j7 g8 g11 g6 h10 g7
1,h8 h9 h6 i9 g9 i7 i6 g6 f8 f7 g7 e9 g8 i8 f9 h7 g10 g11 e8 d8 d7 c6 h11
1,h8 h9 i8 i7 g7 i9 h6 g6 j8 g8 i5 f8 j6 l8 h5 h4 j4 k3 j5 j7 g5 f5 k5
0,h8 i9 g7 h9 g9 i7 i6 i8 g8 g10 j7 i10 i11 h10 j10 f12 j8 f11 e12 f10 e10 f9 f8 f13
1,h8 i9 j6 j9 k9 i7 i10 j8 j10 k10 i8 k7 h10 i11 h9 h11 g10 f10 f11 e12 j7
0,h8 h9 j10 i9 j9 j8 h10 i10 i8 h7 g8 f8 g9 f10 g7 g6 f7 j11 i11 h12 j12 k13 k12 l12 i13 l10 k9 l8 l9 m9 m11 j6 k7 j5 k8 k6 i6 j7 j4 l5 l7 m6 m7 k5 m5 l4 m3 k2 k4 l3 l2 m4 n5 n3
1,h8 i9 g7 i8 i10 h9 j9 g9 j7 j8 f9 k8 h10 g10 f6 f7 g5 g6 h4 e7 h5 f5 e4 d4 i6 h6 g4 f3 i4 f4 i3 j2 i5 i2 i7
1,h8 i9 j6 h10 g11 g9 i11 h9 j9 j11 j8 j7 i8 g8 k8 l8 i10 h11 k6 g6 m6 l7 l6 i6 n6
0,h8 h9 i8 j8 i9 j10 i10 i7 j9 k8 k10 l11 i11 i12 j12 l9 l10 m8 m10 j7 h7 g6 i6 g8 g9 h10 i13 k11 h12 g5 h6 h5 f7 j5 i5 i4 j4 k3 f8 g7 g4 h3 k6 j3 k2 i3 g3 l3
1,h8 h9 h7 i8 g10 g9 f9 i10 g8 i6 f10 f8 e10 d11 d10 c10 h10
0,h8 h9 h6 g7 i8 g8 h7 f7 e6 g5 g9 g4 f6 g6
0,h8 i9 j9 i8 i6 j7 i10 h10 k6 k7 j8 l7 m7 j6 h7 g8 g11 h11 l10 k9 h12 i12 f10 e9 j12 k11 j10 j11 k10 m10 l11 g9 g10 m12 l8 e10 e7 f9 h9 c11 l12 l9 l13 l14 i13 j14 h5 h6 c9 e11 d11 e12 e13 e8
1,h8 h9 h6 i10 i6 i9 g9 g8 j11 i7 i8 k7 g6 j6 f8 e6 f7 h10 j8 k10 j10 j9 k8 l8 i5 g7 l9 h5 f5 f6 e10 d9 h12 g11 e11 f12 e13 e12 d11 d12 c12 b13 d5 c5 e4 h7 j7 m10 d3 c2 d4 d6 c6 f3 b4 c4 b5 a8 c11 f11 d13 f15 f13 g13 c10 c9 e8 c3 c1 m9 n10 d8 d7 o1 a4
1,h8 i9 j6 i7 i6 h6 j8 j7 h7 i8 k6 k7 l5 l6 j5 g8 j3 i10 i11 l7 m7 j9 k4 k8 l3
0,h8 i9 j10 h11 h10 i10 i11 j9 k8 k9 h9 i8 g9 i7 i6 f8 h6 h7 g6 f6 l9 j7 g7 g8 k10 m8 j11 i12 j12 k13 j13 j14 l11 f9 f10 m11 l12 l10 j8 e11 e10 d10 f12 d8 d9 e8 c8 g10
0,h8 h9 h7 i8 g7 j7 g10 g9 e7 f7 i9 f6 f8 h6 h10 i10 g8 e8 e10 f9 d9 g6 i6 j5 d10 f10 c11 e9 j8 k6 l5 i4 l7 h5
1,h8 i9 g6 i8 i6 h6 h9 g8 i11 g11 h10 h11 h5 i4 g4 f3 g5 g3 e5 d5 g9 f8 j6 i7 j7 k8 j5 i5 j4 j8 j3
0,h8 h9 h6 i10 i6 i9 g9 g8 j11 i7 i11 h10 g11 h11 g10 k10 j9 h13 g13 h12
1,h8 h9 j10 i9 i10 j8 g9 g10 i8 h10 g11 f10 e10 h11 f9 h7 k7 k9 l9 l10 m11 k11 k12 j12 i13 j5 j6 i5 k5 i7 h6 i6 k4 i4 i3 k6 h3 f7 g7 h5 j3 g3 e8 g8 g4 h13 h12 f5 g5 h4 f4 e4 e6 e9 m8 m9 n8 m6 d6 c6 d3 d5 b7 c8 c5 d4 e2 b4 c4 b5 b2 d2 k10 j11 n7 o6 n6 n5 l11 m10 d11 e12 d13 d12 c12 b13 h14 i14 g13 e11 l7 m7 m12 n13 l3 k3 l4 j4 l5 l6 j9
1,h8 h9 j7 i7 i6 k8 h6 j6 g7 f6 i5 f8 h5 h4 g5 f5 g4 f3 g6 f7 g8
0,h8 i9 j6 i7 i8 h9 j9 h7 g8 j8 k7 f8 g7 g9 h10 e7 f6 e5 g5 d6 c5 c7 f4 e9 f9 e8 e6 b8 a9 d8 c8 f10 g11 b6
1,h8 i9 i6 j8 k7 j9 h9 i7 h6 h7 g6 j6 j7 i8 i10 f7 k8 k10 l11 l9 k9 j11 i12 g11 i11 i13 h10 h12 f10 g10 j12 g9 g8 g4 m7 m8 n7 l7 l8 j10 n9 n10 n6 o5 n8 n5 k5 k6 l6 j4 o9
